Bölüm,Kategori,Seri,Model,Kaynak Dosya,Özellikler
Güç Kalitesi ve Enerji Verimliliği,Güç ve Enerji Ölçerler,ES3,ES3-63LS-MID,guc_enerji_olcerler.csv,Boyut: DIN4 | Ölçüm Akımı: 63A | LCD 7+1 Segment: Var | 8 Tarife: Var | Çift Yönlü Ölçüm: Var | Pals Sayacı: Var | Log Kaydı: Var | MID Sertifikası: Var | RS-485: Var | Ethernet: Yok
Güç Kalitesi ve Enerji Verimliliği,Güç ve Enerji Ölçerler,ES3,ES3-80LS-MID,guc_enerji_olcerler.csv,Boyut: DIN4 | Ölçüm Akımı: 80A | LCD 7+1 Segment: Var | 8 Tarife: Var | Çift Yönlü Ölçüm: Var | Pals Sayacı: Var | Log Kaydı: Var | MID Sertifikası: Var | RS-485: Var | Ethernet: Yok
Güç Kalitesi ve Enerji Verimliliği,Güç ve Enerji Ölçerler,ES3,ES3-63LSE-MID,guc_enerji_olcerler.csv,Boyut: DIN4 | Ölçüm Akımı: 63A | LCD 7+1 Segment: Var | 8 Tarife: Var | Çift Yönlü Ölçüm: Var | Pals Sayacı: Var | Log Kaydı: Var | MID Sertifikası: Var | RS-485: Yok | Ethernet: Var
Güç Kalitesi ve Enerji Verimliliği,Güç ve Enerji Ölçerler,ES3,ES3-80LSE-MID,guc_enerji_olcerler.csv,Boyut: DIN4 | Ölçüm Akımı: 80A | LCD 7+1 Segment: Var | 8 Tarife: Var | Çift Yönlü Ölçüm: Var | Pals Sayacı: Var | Log Kaydı: Var | MID Sertifikası: Var | RS-485: Yok | Ethernet: Var
Güç Kalitesi ve Enerji Verimliliği,Kalite Analizörleri,EMK,EMK-01,kalite_analizorleri.csv,"Boyut: 144X144 | Grafik LCD: Var | Class 0,2S Aktif Enerji: Var | Akım/Gerilim Dengesizliği: Var | THD-V/I: Var | Ayrı Harmonik: 64 | Sag&Swell: Var | Transient: Var | Fliker: Var | K Faktör: Var | RS-485: Var | Ethernet: Var | Sıcaklık Sensörü: Var | Dijital Giriş/Çıkış: 2 | Hafıza: 1GB | Olay/Kayıt Log: Var | X/5-X/1: Var | 230 VAC: Var | 85-265 VAC/DC: Opsiyonel | 24-60 VAC/DC: Opsiyonel"
Güç Kalitesi ve Enerji Verimliliği,Kalite Analizörleri,EMK,EMK-10P,kalite_analizorleri.csv,"Boyut: Taşınabilir Kutu | Grafik LCD: Var | Class 0,2S Aktif Enerji: Var | Akım/Gerilim Dengesizliği: Var | THD-V/I: Var | Ayrı Harmonik: 64 | Sag&Swell: Var | Transient: Var | Fliker: Var | K Faktör: Var | RS-485: Yok | Ethernet: Var | Sıcaklık Sensörü: Yok | Dijital Giriş/Çıkış: Yok | Hafıza: 1GB | Olay/Kayıt Log: Var | X/5-X/1: Var | 230 VAC: Yok | 85-265 VAC/DC: Var | 24-60 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-1,MPR-14S,sebeke_analizorleri.csv,"Boyut: DIN4 ray | Ekran: Yok | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: Yok | Demand: H | THD: Yok | Ayrı Harmonik: Yok | Dengesizlik: Yok | Sag&Swell: Yok | RS-485: Var | Ethernet: Yok | Dijital Giriş: Yok | Dijital Çıkış: Yok | Analog Çıkış: Yok | Röle: Yok | Alarm: Yok | Çalışma Saati: Yok | Olay: Yok | IP54: Yok | X5/X1: Var | plug&meter: Yok | X/333mV: Yok | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Var | 12-50 VDC: Yok | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-1,MPR-14S-D,sebeke_analizorleri.csv,"Boyut: DIN4 ray | Ekran: Yok | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: Yok | Demand: H | THD: Yok | Ayrı Harmonik: Yok | Dengesizlik: Yok | Sag&Swell: Yok | RS-485: Var | Ethernet: Yok | Dijital Giriş: Yok | Dijital Çıkış: Yok | Analog Çıkış: Yok | Röle: Yok | Alarm: Yok | Çalışma Saati: Yok | Olay: Yok | IP54: Yok | X5/X1: Var | plug&meter: Yok | X/333mV: Yok | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Yok | 12-50 VDC: Var | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-1,MPR-15S-22,sebeke_analizorleri.csv,"Boyut: DIN4 ray | Ekran: Yok | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: 4MB | Demand: H | THD: H | Ayrı Harmonik: Yok | Dengesizlik: Yok | Sag&Swell: Yok | RS-485: Var | Ethernet: Yok | Dijital Giriş: 2 | Dijital Çıkış: 2 | Analog Çıkış: Yok | Röle: Yok | Alarm: Yok | Çalışma Saati: Yok | Olay: Yok | IP54: Yok | X5/X1: Var | plug&meter: Yok | X/333mV: Yok | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Var | 12-50 VDC: Yok | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-1,MPR-15S-22-D,sebeke_analizorleri.csv,"Boyut: DIN4 ray | Ekran: Yok | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: 4MB | Demand: H | THD: H | Ayrı Harmonik: Yok | Dengesizlik: Yok | Sag&Swell: Yok | RS-485: Var | Ethernet: Yok | Dijital Giriş: 2 | Dijital Çıkış: 2 | Analog Çıkış: Yok | Röle: Yok | Alarm: Yok | Çalışma Saati: Yok | Olay: Yok | IP54: Yok | X5/X1: Var | plug&meter: Yok | X/333mV: Yok | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Yok | 12-50 VDC: Var | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-1,MPR-16S-21,sebeke_analizorleri.csv,"Boyut: DIN4 ray | Ekran: Yok | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: 4MB | Demand: H | THD: H | Ayrı Harmonik: 51 | Dengesizlik: H | Sag&Swell: Yok | RS-485: Var | Ethernet: Yok | Dijital Giriş: 2 | Dijital Çıkış: Yok | Analog Çıkış: Yok | Röle: 1 | Alarm: Yok | Çalışma Saati: Yok | Olay: Yok | IP54: Yok | X5/X1: Var | plug&meter: Yok | X/333mV: Yok | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Var | 12-50 VDC: Yok | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-1,MPR-16S-21-D,sebeke_analizorleri.csv,"Boyut: DIN4 ray | Ekran: Yok | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: 4MB | Demand: H | THD: H | Ayrı Harmonik: 51 | Dengesizlik: H | Sag&Swell: Yok | RS-485: Var | Ethernet: Yok | Dijital Giriş: 2 | Dijital Çıkış: Yok | Analog Çıkış: Yok | Röle: 1 | Alarm: Yok | Çalışma Saati: Yok | Olay: Yok | IP54: Yok | X5/X1: Var | plug&meter: Yok | X/333mV: Yok | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Yok | 12-50 VDC: Var | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-1,MPR-17S-23,sebeke_analizorleri.csv,"Boyut: DIN4 ray | Ekran: Yok | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: 4MB | Demand: H | THD: H | Ayrı Harmonik: 51 | Dengesizlik: H | Sag&Swell: Yok | RS-485: Var | Ethernet: Yok | Dijital Giriş: 2 | Dijital Çıkış: 1 | Analog Çıkış: 2 | Röle: Yok | Alarm: Yok | Çalışma Saati: Yok | Olay: Yok | IP54: Yok | X5/X1: Var | plug&meter: Yok | X/333mV: Yok | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Var | 12-50 VDC: Yok | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-1,MPR-17S-23-D,sebeke_analizorleri.csv,"Boyut: DIN4 ray | Ekran: Yok | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: 4MB | Demand: H | THD: H | Ayrı Harmonik: 51 | Dengesizlik: H | Sag&Swell: Yok | RS-485: Var | Ethernet: Yok | Dijital Giriş: 2 | Dijital Çıkış: 2 | Analog Çıkış: 1 | Röle: Yok | Alarm: Yok | Çalışma Saati: Yok | Olay: Yok | IP54: Yok | X5/X1: Var | plug&meter: Yok | X/333mV: Yok | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Yok | 12-50 VDC: Var | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-2,MPR-24,sebeke_analizorleri.csv,"Boyut: DIN4 ray | Ekran: 2,1"" LCD | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: Yok | Demand: Var | THD: Yok | Ayrı Harmonik: Yok | Dengesizlik: Yok | Sag&Swell: Yok | RS-485: Yok | Ethernet: Yok | Dijital Giriş: Yok | Dijital Çıkış: Yok | Analog Çıkış: Yok | Röle: Yok | Alarm: Yok | Çalışma Saati: Yok | Olay: Yok | IP54: Yok | X5/X1: Var | plug&meter: Yok | X/333mV: Yok | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Var | 12-50 VDC: Yok | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-2,MPR-24-PM,sebeke_analizorleri.csv,"Boyut: DIN4 ray | Ekran: 2,1"" LCD | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: Yok | Demand: Var | THD: Yok | Ayrı Harmonik: Yok | Dengesizlik: Yok | Sag&Swell: Yok | RS-485: Yok | Ethernet: Yok | Dijital Giriş: Yok | Dijital Çıkış: Yok | Analog Çıkış: Yok | Röle: Yok | Alarm: Yok | Çalışma Saati: Yok | Olay: Yok | IP54: Yok | X5/X1: Yok | plug&meter: Var | X/333mV: Var | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Var | 12-50 VDC: Yok | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-2,MPR-25S-22,sebeke_analizorleri.csv,"Boyut: DIN4 ray | Ekran: 2,1"" LCD | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: 4MB | Demand: Var | THD: Var | Ayrı Harmonik: Yok | Dengesizlik: Yok | Sag&Swell: Yok | RS-485: Var | Ethernet: Yok | Dijital Giriş: 2 | Dijital Çıkış: 2 | Analog Çıkış: Yok | Röle: Yok | Alarm: Yok | Çalışma Saati: Yok | Olay: Yok | IP54: Yok | X5/X1: Var | plug&meter: Yok | X/333mV: Yok | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Var | 12-50 VDC: Yok | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-2,MPR-26S-21,sebeke_analizorleri.csv,"Boyut: DIN4 ray | Ekran: 2,1"" LCD | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: 4MB | Demand: Var | THD: Var | Ayrı Harmonik: 51 | Dengesizlik: Var | Sag&Swell: Yok | RS-485: Var | Ethernet: Yok | Dijital Giriş: 2 | Dijital Çıkış: Yok | Analog Çıkış: 1 | Röle: Yok | Alarm: Yok | Çalışma Saati: Yok | Olay: Yok | IP54: Yok | X5/X1: Var | plug&meter: Yok | X/333mV: Yok | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Var | 12-50 VDC: Yok | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-2,MPR-26S-21-PM,sebeke_analizorleri.csv,"Boyut: DIN4 ray | Ekran: 2,1"" LCD | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: 4MB | Demand: Var | THD: Var | Ayrı Harmonik: 51 | Dengesizlik: Var | Sag&Swell: Yok | RS-485: Var | Ethernet: Yok | Dijital Giriş: 2 | Dijital Çıkış: Yok | Analog Çıkış: 1 | Röle: Yok | Alarm: Yok | Çalışma Saati: Yok | Olay: Yok | IP54: Yok | X5/X1: Yok | plug&meter: Var | X/333mV: Var | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Var | 12-50 VDC: Yok | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-2,MPR-27S-23,sebeke_analizorleri.csv,"Boyut: DIN4 ray | Ekran: 2,1"" LCD | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: 4MB | Demand: Var | THD: Var | Ayrı Harmonik: 51 | Dengesizlik: Var | Sag&Swell: Yok | RS-485: Var | Ethernet: Yok | Dijital Giriş: 2 | Dijital Çıkış: 2 | Analog Çıkış: Yok | Röle: 1 | Alarm: Yok | Çalışma Saati: Yok | Olay: Yok | IP54: Yok | X5/X1: Var | plug&meter: Yok | X/333mV: Yok | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Var | 12-50 VDC: Yok | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-2,MPR-24-D,sebeke_analizorleri.csv,"Boyut: DIN4 ray | Ekran: 2,1"" LCD | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: Yok | Demand: Var | THD: Yok | Ayrı Harmonik: Yok | Dengesizlik: Yok | Sag&Swell: Yok | RS-485: Yok | Ethernet: Yok | Dijital Giriş: Yok | Dijital Çıkış: Yok | Analog Çıkış: Yok | Röle: Yok | Alarm: Yok | Çalışma Saati: Yok | Olay: Yok | IP54: Yok | X5/X1: Var | plug&meter: Yok | X/333mV: Yok | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Yok | 12-50 VDC: Var | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-2,MPR-25S-22-D,sebeke_analizorleri.csv,"Boyut: DIN4 ray | Ekran: 2,1"" LCD | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: 4MB | Demand: Var | THD: Var | Ayrı Harmonik: Yok | Dengesizlik: Yok | Sag&Swell: Yok | RS-485: Var | Ethernet: Yok | Dijital Giriş: 2 | Dijital Çıkış: 2 | Analog Çıkış: Yok | Röle: Yok | Alarm: Yok | Çalışma Saati: Yok | Olay: Yok | IP54: Yok | X5/X1: Var | plug&meter: Yok | X/333mV: Yok | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Yok | 12-50 VDC: Var | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-2,MPR-26S-21-D,sebeke_analizorleri.csv,"Boyut: DIN4 ray | Ekran: 2,1"" LCD | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: 4MB | Demand: Var | THD: Var | Ayrı Harmonik: 51 | Dengesizlik: Var | Sag&Swell: Yok | RS-485: Var | Ethernet: Yok | Dijital Giriş: 2 | Dijital Çıkış: Yok | Analog Çıkış: 1 | Röle: Yok | Alarm: Yok | Çalışma Saati: Yok | Olay: Yok | IP54: Yok | X5/X1: Var | plug&meter: Yok | X/333mV: Yok | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Yok | 12-50 VDC: Var | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-2,MPR-26S-21-D-PM,sebeke_analizorleri.csv,"Boyut: DIN4 ray | Ekran: 2,1"" LCD | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: 4MB | Demand: Var | THD: Var | Ayrı Harmonik: 51 | Dengesizlik: Var | Sag&Swell: Yok | RS-485: Var | Ethernet: Yok | Dijital Giriş: 2 | Dijital Çıkış: Yok | Analog Çıkış: 1 | Röle: Yok | Alarm: Yok | Çalışma Saati: Yok | Olay: Yok | IP54: Yok | X5/X1: Yok | plug&meter: Var | X/333mV: Var | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Yok | 12-50 VDC: Var | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-2,MPR-27S-23-D,sebeke_analizorleri.csv,"Boyut: DIN4 ray | Ekran: 2,1"" LCD | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: 4MB | Demand: Var | THD: Var | Ayrı Harmonik: 51 | Dengesizlik: Var | Sag&Swell: Yok | RS-485: Var | Ethernet: Yok | Dijital Giriş: 2 | Dijital Çıkış: 2 | Analog Çıkış: Yok | Röle: 1 | Alarm: Yok | Çalışma Saati: Yok | Olay: Yok | IP54: Yok | X5/X1: Var | plug&meter: Yok | X/333mV: Yok | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Yok | 12-50 VDC: Var | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-3,MPR-32,sebeke_analizorleri.csv,"Boyut: 72×72×50 mm | Ekran: 2,6"" LCD | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: Yok | Demand: Var | THD: Yok | Ayrı Harmonik: Yok | Dengesizlik: Yok | Sag&Swell: Yok | RS-485: Yok | Ethernet: Yok | Dijital Giriş: Yok | Dijital Çıkış: Yok | Analog Çıkış: Yok | Röle: Yok | Alarm: Yok | Çalışma Saati: Var | Olay: Var | IP54: Ops | X5/X1: Var | plug&meter: Yok | X/333mV: Yok | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Var | 12-50 VDC: Yok | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-3,MPR-34-11,sebeke_analizorleri.csv,"Boyut: 72×72×50 mm | Ekran: 2,6"" LCD | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: Yok | Demand: Var | THD: Var | Ayrı Harmonik: Yok | Dengesizlik: Yok | Sag&Swell: Yok | RS-485: Yok | Ethernet: Yok | Dijital Giriş: 1 | Dijital Çıkış: 1 | Analog Çıkış: Yok | Röle: Yok | Alarm: Var | Çalışma Saati: Var | Olay: Var | IP54: Ops | X5/X1: Var | plug&meter: Yok | X/333mV: Yok | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Var | 12-50 VDC: Yok | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
Güç Kalitesi ve Enerji Verimliliği,Şebeke Analizörleri,MPR-3,MPR-34S-11,sebeke_analizorleri.csv,"Boyut: 72×72×50 mm | Ekran: 2,6"" LCD | Sınıf 1: Var | Sınıf 0,5: Yok | Hafıza: 1MB | Demand: Var | THD: Var | Ayrı Harmonik: Yok | Dengesizlik: Yok | Sag&Swell: Yok | RS-485: Var | Ethernet: Yok | Dijital Giriş: 1 | Dijital Çıkış: 1 | Analog Çıkış: Yok | Röle: Yok | Alarm: Var | Çalışma Saati: Var | Olay: Var | IP54: Ops | X5/X1: Var | plug&meter: Yok | X/333mV: Yok | 4. Akım: Yok | OG: Yok | CT-25: Yok | Çift Enerji Sayacı: Yok | Pals Sayacı: Yok | Pulse Çıkışı: Yok | RTC: Yok | Sabit Akım Klemensi: Yok | AO 0/2-10V: Yok | AO 0/4-20mA: Yok | 95-270 VAC/DC: Var | 12-50 VDC: Yok | 50-270 VAC/DC: Yok | 24-60 VDC: Yok | 45-265 VAC/DC: Yok | 110/230 VAC: Yok | 10-56 VDC: Yok | 85-265 VAC/DC: Yok"
