Kategori,Seri,Model,Bobin Direnci,Çalışma Periyodu,Nominal Gerilim,Nominal Frekans,Faz Sayısı,Deşarj Edilecek A.G. Kondansatör Gücü,Kayıplar,Ortam Sıcaklığı,Koruma Sınıfı,Boyutlar,Ağırlık,Kolideki Ürün Miktarı,Sürekli Akım U (230/400/500V) (mA),Sürekli Akım V (230/400/500V) (mA),Sürekli Akım W (230/400/500V) (mA),Deşarj Süresi 10 kVAr (230/400/450V) (s),Deşarj Süresi 20 kVAr (230/400/450V) (s),Deşarj Süresi 25 kVAr (230/400/450V) (s),Deşarj Süresi 30 kVAr (230/400/450V) (s),Deşarj Süresi 50 kVAr (230/400/450V) (s)
Deşarj Ünitesi,DU,DU-3,3000 Ω,Sürekli,230-460 VAC,50 Hz,3,5-50 kVAr,< 1 W,Maksimum 40°C,IP20,PK21,"0,4 kg",20,1 / 4 / 8,2 / 6 / 12,1 / 4 / 8,4 / 2 / 2,"8 / 3,5 / 3",10 / 4 / 4,"12 / 5,5 / 5",20 / 8 / 6
